,price,bedrooms,bathrooms,sqft_living,floors,waterfront,condition,sqft_above,lat,sqft_living15,price_log,age_of_house,grade_1,grade_2,grade_3,grade_4,grade_5
50,228000.0,3,1.0,1190,1.0,0.0,3,1190,47.4258,1190,12.337100907936577,59,0.0,1.0,0.0,0.0,0.0
51,345000.0,5,2.5,3150,1.0,0.0,4,1640,47.4934,1990,12.751299696013497,49,0.0,0.0,1.0,0.0,0.0
52,600000.0,3,1.75,1410,1.0,0.0,4,1000,47.6808,1410,13.304684934198283,64,0.0,1.0,0.0,0.0,0.0
53,585000.0,2,1.75,1980,1.0,0.0,3,990,47.6989,1480,13.279367126213993,34,0.0,1.0,0.0,0.0,0.0
54,920000.0,5,2.25,2730,1.5,0.0,3,2130,47.6571,2730,13.732128949025222,88,0.0,0.0,1.0,0.0,0.0
55,885000.0,4,2.5,2830,2.0,0.0,3,2830,47.6597,1950,13.693342923990066,19,0.0,0.0,1.0,0.0,0.0
56,292500.0,4,2.5,2250,2.0,0.0,3,2250,47.3663,2250,12.58621994565405,6,0.0,1.0,0.0,0.0,0.0
57,301000.0,3,2.5,2420,2.0,0.0,3,2420,47.3663,2690,12.614865543731012,12,0.0,0.0,1.0,0.0,0.0
58,951000.0,5,3.25,3250,2.0,0.0,4,3250,47.588,2960,13.765269341527528,46,0.0,0.0,1.0,0.0,0.0
59,430000.0,4,3.0,1850,2.0,0.0,3,1850,47.5059,2270,12.971540487669746,24,0.0,0.0,1.0,0.0,0.0
60,650000.0,3,2.25,2150,1.0,0.0,4,1590,47.4336,2570,13.38472764187182,55,0.0,0.0,1.0,0.0,0.0
61,289000.0,3,1.75,1260,1.0,0.0,3,1260,47.4366,1290,12.57418196709457,60,0.0,1.0,0.0,0.0,0.0
62,505000.0,3,1.75,2519,2.0,0.0,5,2519,47.4428,2500,13.132313708257497,41,0.0,0.0,1.0,0.0,0.0
63,549000.0,3,1.75,1540,3.0,0.0,3,1540,47.6765,1580,13.215853720491667,0,0.0,0.0,1.0,0.0,0.0
64,425000.0,3,2.25,1660,1.0,0.0,3,1110,47.6113,1440,12.959844447906553,35,0.0,1.0,0.0,0.0,0.0
65,317625.0,3,2.75,2770,1.5,0.0,5,1770,47.5747,1440,12.668626720622465,89,0.0,1.0,0.0,0.0,0.0
66,975000.0,4,2.5,2720,2.0,0.0,3,2720,47.5815,2750,13.790192749979985,25,0.0,0.0,0.0,1.0,0.0
67,287000.0,4,2.5,2240,2.0,0.0,3,2240,47.3378,2221,12.567237494741757,9,0.0,1.0,0.0,0.0,0.0
68,204000.0,3,1.0,1000,1.0,0.0,4,1000,47.3621,1010,12.225875272826354,46,0.0,1.0,0.0,0.0,0.0
69,1330000.0,5,2.25,3200,1.0,0.0,3,1600,47.6303,3390,14.100689500197937,49,0.0,0.0,1.0,0.0,0.0
70,1040000.0,5,3.25,4770,1.0,0.0,4,3070,47.6525,3530,13.854731271117556,41,0.0,0.0,0.0,1.0,0.0
71,325000.0,3,2.0,1260,1.0,0.0,4,1260,47.7362,1640,12.691580461311874,43,0.0,1.0,0.0,0.0,0.0
72,571000.0,4,2.0,2750,1.5,0.0,5,2250,47.7168,1510,13.255144488638146,98,0.0,1.0,0.0,0.0,0.0
73,360000.0,4,2.5,2380,2.0,0.0,3,2380,47.3608,2420,12.793859310432293,9,0.0,0.0,1.0,0.0,0.0
74,349000.0,3,1.75,1790,1.0,0.0,5,1090,47.3511,1940,12.762827201184564,50,0.0,1.0,0.0,0.0,0.0
75,832500.0,4,4.0,3430,2.0,0.0,4,2390,47.5822,3240,13.632188500836737,28,0.0,0.0,0.0,1.0,0.0
76,380000.0,4,1.75,1760,1.0,0.0,3,880,47.6034,1680,12.84792653170257,58,0.0,1.0,0.0,0.0,0.0
77,480000.0,3,1.0,1040,1.0,0.0,3,1040,47.5636,890,13.081541382884074,74,0.0,1.0,0.0,0.0,0.0
78,410000.0,3,1.0,1410,1.0,0.0,4,910,47.7073,1130,12.92391243868049,58,0.0,1.0,0.0,0.0,0.0
79,720000.0,4,2.5,3450,2.0,0.0,3,3450,47.342,3350,13.487006490992238,13,0.0,0.0,0.0,1.0,0.0
80,390000.0,3,2.5,2350,2.0,0.0,3,2350,47.3512,2350,12.873902018105829,11,0.0,0.0,1.0,0.0,0.0
81,360000.0,4,2.5,1900,2.0,0.0,3,1900,47.349,1870,12.793859310432293,22,0.0,1.0,0.0,0.0,0.0
82,355000.0,2,1.0,2020,1.0,0.0,3,1010,47.5474,1720,12.779873068457553,66,0.0,1.0,0.0,0.0,0.0
83,356000.0,3,1.5,1680,1.0,0.0,3,1680,47.4811,1850,12.782686009834167,51,0.0,0.0,1.0,0.0,0.0
84,315000.0,3,1.0,960,1.0,0.0,3,960,47.7264,1570,12.66032791780777,62,0.0,1.0,0.0,0.0,0.0
85,940000.0,3,1.5,2140,2.0,0.0,3,1900,47.6337,2020,13.753635154246187,89,0.0,0.0,1.0,0.0,0.0
86,305000.0,5,2.25,2660,1.5,0.0,5,2660,47.2909,1590,12.628067055589549,53,0.0,1.0,0.0,0.0,0.0
87,461000.0,3,3.25,2770,2.0,0.0,3,1980,47.5228,1900,13.041153321978786,8,0.0,0.0,1.0,0.0,0.0
88,215000.0,2,2.25,1610,2.0,0.0,4,1610,47.518,1950,12.2783933071098,35,0.0,1.0,0.0,0.0,0.0
89,335000.0,2,1.75,1030,2.0,0.0,3,765,47.5394,1030,12.721885810807203,8,0.0,1.0,0.0,0.0,0.0
90,243500.0,4,2.5,1980,2.0,0.0,3,1980,47.2897,1980,12.402872221504781,26,0.0,1.0,0.0,0.0,0.0
91,1100000.0,5,2.75,3520,2.0,0.0,4,3520,47.6506,2520,13.9108207377686,14,0.0,0.0,0.0,1.0,0.0
92,153000.0,3,1.0,1200,1.0,0.0,3,1200,47.321999999999996,1350,11.938193200374572,53,0.0,1.0,0.0,0.0,0.0
93,430000.0,3,1.5,1580,1.0,0.0,3,1290,47.687,1570,12.971540487669746,75,0.0,0.0,1.0,0.0,0.0
94,700000.0,3,1.5,1580,1.0,0.0,3,1290,47.687,1570,13.458835614025542,75,0.0,0.0,1.0,0.0,0.0
95,905000.0,4,2.5,3300,1.0,0.0,3,2390,47.5873,1950,13.715690222682063,68,0.0,1.0,0.0,0.0,0.0
96,247500.0,3,1.75,1960,1.0,0.0,3,1960,47.3576,1750,12.419165860990882,48,0.0,1.0,0.0,0.0,0.0
97,199000.0,4,1.5,1160,1.0,0.0,4,1160,47.3036,1160,12.201060103706629,39,0.0,1.0,0.0,0.0,0.0
98,314000.0,3,1.75,1810,1.0,0.0,5,1210,47.4109,1650,12.65714826489039,34,0.0,1.0,0.0,0.0,0.0
99,437500.0,3,2.5,2320,2.0,0.0,3,2320,47.4838,2550,12.988831984779805,22,0.0,0.0,1.0,0.0,0.0
100,850830.0,3,2.5,2070,1.5,0.0,5,1270,47.6415,2200,13.653967622617456,104,0.0,0.0,1.0,0.0,0.0
101,555000.0,3,2.0,1980,1.5,0.0,4,1440,47.6775,1610,13.226723392728571,85,0.0,1.0,0.0,0.0,0.0
102,699950.0,3,2.25,2190,2.0,0.0,4,2190,47.7731,2570,13.458764182902971,31,0.0,0.0,1.0,0.0,0.0
103,1090000.0,3,2.5,2920,2.0,0.0,3,2920,47.5814,2370,13.901688254205327,64,0.0,0.0,1.0,0.0,0.0
104,290000.0,3,1.0,1210,1.0,0.0,3,1210,47.4375,1640,12.577636201962656,60,0.0,1.0,0.0,0.0,0.0
105,375000.0,3,2.5,2340,1.0,0.0,4,1460,47.4431,2250,12.834681304952548,37,0.0,0.0,1.0,0.0,0.0
106,460000.0,3,1.0,1670,1.5,0.0,4,1170,47.6878,1240,13.038981768465277,75,0.0,1.0,0.0,0.0,0.0
107,188500.0,2,1.75,1240,1.0,0.0,4,1240,47.3813,1270,12.146853285870202,29,0.0,0.0,1.0,0.0,0.0
108,680000.0,4,2.5,3140,2.0,0.0,4,3140,47.7304,2990,13.42984807715229,24,0.0,0.0,0.0,1.0,0.0
109,470000.0,5,1.75,2030,2.0,0.0,4,2030,47.6417,2500,13.060487973686241,72,0.0,1.0,0.0,0.0,0.0
110,597750.0,4,2.5,2310,2.0,0.0,3,2310,47.5386,1940,13.30092788532057,30,0.0,0.0,1.0,0.0,0.0
111,570000.0,3,1.75,1260,1.0,0.0,5,700,47.6823,1380,13.253391639810733,110,0.0,1.0,0.0,0.0,0.0
112,272500.0,3,1.75,1540,1.0,0.0,4,1160,47.3624,1540,12.515393893085436,34,0.0,1.0,0.0,0.0,0.0
113,329950.0,3,1.75,2080,1.0,0.0,3,1080,47.5474,2090,12.706696406811568,43,0.0,1.0,0.0,0.0,0.0
114,480000.0,4,2.5,3230,2.0,0.0,3,2520,47.3183,2640,13.081541382884074,13,0.0,0.0,1.0,0.0,0.0
115,740500.0,3,3.5,4380,2.0,0.0,3,2780,47.6981,1830,13.51508091268999,114,0.0,0.0,1.0,0.0,0.0
116,518500.0,3,3.5,1590,3.0,0.0,3,1590,47.6824,1620,13.158695306651719,4,0.0,0.0,1.0,0.0,0.0
117,205425.0,2,1.0,880,1.0,0.0,4,880,47.5009,1190,12.232836282799388,69,0.0,1.0,0.0,0.0,0.0
118,171800.0,4,2.0,1570,1.0,0.0,3,1570,47.4965,1880,12.054086288532291,65,0.0,1.0,0.0,0.0,0.0
119,535000.0,4,1.0,1610,1.5,0.0,4,1610,47.586999999999996,1610,13.190022025878143,90,0.0,1.0,0.0,0.0,0.0
120,660000.0,3,2.5,2400,1.0,0.0,3,1560,47.7728,2340,13.399995114002609,51,0.0,0.0,1.0,0.0,0.0
121,391500.0,3,2.0,1450,1.0,0.0,3,1450,47.7288,1580,12.877740794412995,27,0.0,1.0,0.0,0.0,0.0
122,395000.0,2,1.0,770,1.0,0.0,3,770,47.6999,1710,12.886641043883259,62,0.0,1.0,0.0,0.0,0.0
123,445000.0,4,1.75,2100,1.5,0.0,5,1720,47.5299,1850,13.005829561148378,90,0.0,1.0,0.0,0.0,0.0
124,770000.0,3,2.25,2910,2.0,0.0,3,2910,47.6897,2700,13.554145793829866,24,0.0,0.0,1.0,0.0,0.0
125,1450000.0,4,2.75,2750,1.5,0.0,3,1980,47.6141,3060,14.187074114396758,101,0.0,0.0,1.0,0.0,0.0
126,445000.0,3,2.25,2100,1.0,0.0,3,1620,47.5091,2660,13.005829561148378,47,0.0,0.0,1.0,0.0,0.0
127,260000.0,4,2.25,2160,1.0,0.0,3,1360,47.3129,2090,12.468436909997665,36,0.0,0.0,1.0,0.0,0.0
128,822500.0,5,3.5,2320,2.0,0.0,5,1720,47.6763,1700,13.620103761621664,88,0.0,1.0,0.0,0.0,0.0
129,430000.0,4,2.5,2070,2.0,0.0,3,2070,47.5319,1970,12.971540487669746,11,0.0,1.0,0.0,0.0,0.0
130,212000.0,3,1.75,1060,1.0,0.0,4,1060,47.2761,1420,12.26434155365415,29,0.0,1.0,0.0,0.0,0.0
131,660500.0,4,2.25,2010,1.0,0.0,3,1440,47.5343,2060,13.400752402944518,29,0.0,0.0,1.0,0.0,0.0
132,784000.0,3,3.5,3950,1.5,0.0,3,2460,47.696999999999996,2480,13.572164299332545,25,0.0,0.0,1.0,0.0,0.0
133,453246.0,3,2.5,2010,2.0,0.0,3,1390,47.5517,1690,13.024190303426474,0,0.0,0.0,1.0,0.0,0.0
134,675000.0,4,3.5,2140,3.0,0.0,3,2140,47.6734,1540,13.422467969854667,10,0.0,0.0,1.0,0.0,0.0
135,199000.0,3,1.75,1320,1.0,0.0,4,1320,47.3257,1550,12.201060103706629,58,0.0,1.0,0.0,0.0,0.0
136,220000.0,4,1.75,2020,1.0,0.0,3,1010,47.3309,1750,12.301382825334498,46,0.0,1.0,0.0,0.0,0.0
137,452000.0,4,2.25,2590,1.0,0.0,4,1340,47.7689,1550,13.021437458814368,46,0.0,0.0,1.0,0.0,0.0
138,382500.0,2,1.0,1190,1.0,0.0,3,1190,47.7135,1060,12.854483932248728,33,0.0,1.0,0.0,0.0,0.0
139,519950.0,3,2.25,1170,3.0,0.0,3,1170,47.6722,1350,13.161487932088379,0,0.0,0.0,1.0,0.0,0.0
140,665000.0,2,1.0,1110,1.0,0.0,3,1110,47.6338,1170,13.407542319637992,89,0.0,1.0,0.0,0.0,0.0
141,527700.0,5,2.5,2820,1.0,0.0,4,1550,47.5707,2820,13.17628321939376,46,0.0,0.0,1.0,0.0,0.0
142,205000.0,3,1.0,1610,1.0,0.0,4,1010,47.4563,1610,12.230765258120545,53,0.0,1.0,0.0,0.0,0.0
143,420000.0,3,1.0,1060,1.0,0.0,4,940,47.7144,1560,12.948009990259552,92,0.0,1.0,0.0,0.0,0.0
144,500000.0,4,2.25,2030,1.0,0.0,4,1380,47.5495,2230,13.122363377404328,54,0.0,0.0,1.0,0.0,0.0
145,921500.0,4,2.5,3670,2.0,0.0,4,3670,47.7421,2840,13.733758056092014,20,0.0,0.0,1.0,0.0,0.0
146,890000.0,4,1.0,2550,2.0,0.0,3,2370,47.6354,2200,13.698976741708323,109,0.0,0.0,1.0,0.0,0.0
147,430000.0,2,2.5,2420,2.0,0.0,3,2420,47.5262,1940,12.971540487669746,7,0.0,1.0,0.0,0.0,0.0
148,258000.0,5,2.0,2260,1.0,0.0,4,1130,47.3887,1360,12.460714863903755,54,0.0,0.0,1.0,0.0,0.0
149,511000.0,3,1.0,1430,1.0,0.0,3,980,47.6873,1450,13.144124869185841,67,0.0,1.0,0.0,0.0,0.0
150,532170.0,3,2.0,1360,2.0,0.0,3,1360,47.6838,1500,13.184718266151094,24,0.0,0.0,1.0,0.0,0.0
151,560000.0,3,1.0,1110,1.5,0.0,3,1110,47.655,1420,13.235692062711331,68,0.0,1.0,0.0,0.0,0.0
152,282950.0,3,1.0,1250,1.0,0.0,4,1250,47.3255,1680,12.55302548257067,61,0.0,1.0,0.0,0.0,0.0
153,2250000.0,4,3.25,5180,2.0,0.0,3,3540,47.562,3160,14.626440774180603,9,0.0,0.0,0.0,0.0,1.0
154,350000.0,1,1.0,700,1.0,0.0,3,700,47.678999999999995,1010,12.765688433465597,72,0.0,1.0,0.0,0.0,0.0
155,215000.0,3,1.0,1180,1.0,0.0,4,1180,47.4479,1190,12.2783933071098,47,0.0,1.0,0.0,0.0,0.0
156,650000.0,5,3.5,3960,2.0,0.0,3,2500,47.525,2640,13.38472764187182,18,0.0,0.0,1.0,0.0,0.0
157,320000.0,4,2.75,2640,1.0,0.0,3,1620,47.3135,1980,12.676076274775909,47,0.0,0.0,1.0,0.0,0.0
158,247000.0,3,2.0,1270,1.5,0.0,3,1270,47.2086,1160,12.417143615610113,98,0.0,1.0,0.0,0.0,0.0
159,320000.0,4,1.75,1760,1.0,0.0,4,1760,47.4715,1730,12.676076274775909,46,0.0,0.0,1.0,0.0,0.0
160,255000.0,5,2.25,2060,1.0,0.0,3,1030,47.4877,1010,12.449018824140563,52,0.0,1.0,0.0,0.0,0.0
161,438000.0,3,1.75,1780,1.0,0.0,3,1780,47.7171,1200,12.989974189358584,53,0.0,1.0,0.0,0.0,0.0
162,900000.0,3,2.5,3400,2.0,0.0,3,3400,47.6012,3400,13.710150042306449,15,0.0,0.0,0.0,1.0,0.0
163,441000.0,3,2.75,1910,1.0,0.0,3,1160,47.7319,1710,12.996800154428984,35,0.0,1.0,0.0,0.0,0.0
164,420000.0,3,2.0,2020,1.0,0.0,4,1010,47.4582,2110,12.948009990259552,39,0.0,1.0,0.0,0.0,0.0
165,370000.0,3,1.75,1580,1.0,0.0,3,1180,47.7209,1640,12.821258284620408,38,0.0,1.0,0.0,0.0,0.0
166,269950.0,2,1.75,1340,1.0,0.0,5,700,47.408,1830,12.505992035646432,66,1.0,0.0,0.0,0.0,0.0
167,807100.0,4,2.5,2680,2.0,0.0,3,2680,47.565,2920,13.601202855312463,16,0.0,0.0,1.0,0.0,0.0
168,653000.0,3,2.5,2680,1.0,0.0,4,1610,47.7028,2480,13.389332408258568,35,0.0,0.0,1.0,0.0,0.0
169,371500.0,3,2.0,1370,1.0,0.0,5,1370,47.7458,1770,12.82530414313995,50,0.0,1.0,0.0,0.0,0.0
170,284000.0,3,1.75,1560,1.0,0.0,3,1560,47.4776,1070,12.556729517143344,61,0.0,1.0,0.0,0.0,0.0
171,272000.0,3,1.75,2160,1.0,0.0,4,1670,47.3026,1930,12.513557345278134,37,0.0,1.0,0.0,0.0,0.0
172,313000.0,3,1.5,1340,1.5,0.0,3,1340,47.7658,1480,12.65395846952229,59,0.0,1.0,0.0,0.0,0.0
173,917500.0,4,2.5,3880,2.0,0.0,3,2570,47.6477,3740,13.729407858910863,31,0.0,0.0,0.0,1.0,0.0
174,673000.0,4,2.25,2590,2.0,0.0,4,2590,47.5619,2260,13.419500608626866,34,0.0,0.0,1.0,0.0,0.0
175,425000.0,3,2.5,1120,2.0,0.0,3,820,47.6106,1590,12.959844447906553,7,0.0,0.0,1.0,0.0,0.0
176,399950.0,5,2.75,1970,1.0,0.0,3,1320,47.5868,1280,12.899094818276968,28,0.0,1.0,0.0,0.0,0.0
177,385000.0,3,1.0,1220,1.0,0.0,3,1220,47.6101,1200,12.86099861326992,113,0.0,1.0,0.0,0.0,0.0
178,269950.0,3,1.5,1950,1.0,0.0,4,1320,47.1976,1950,12.505992035646432,39,0.0,1.0,0.0,0.0,0.0
179,330000.0,2,1.0,1350,1.0,0.0,3,1060,47.7224,1540,12.706847933442663,66,0.0,1.0,0.0,0.0,0.0
180,260000.0,3,2.5,1670,2.0,0.0,3,1670,47.3505,1670,12.468436909997665,26,0.0,1.0,0.0,0.0,0.0
181,470000.0,4,3.0,2380,1.5,0.0,4,1680,47.5384,1410,13.060487973686241,90,0.0,1.0,0.0,0.0,0.0
182,589000.0,4,3.0,2440,2.0,0.0,5,2440,47.7044,2290,13.286181462633724,53,0.0,1.0,0.0,0.0,0.0
183,163500.0,2,1.5,1050,2.0,0.0,3,1050,47.3848,1050,12.004568269319446,18,0.0,1.0,0.0,0.0,0.0
184,835000.0,4,2.75,3130,2.0,0.0,3,2140,47.6993,2260,13.635187003832993,21,0.0,0.0,1.0,0.0,0.0
185,1100000.0,5,3.0,4090,1.0,0.0,4,2090,47.6627,2540,13.9108207377686,28,0.0,0.0,0.0,1.0,0.0
186,269000.0,4,1.75,1490,1.0,0.0,4,1100,47.3099,2190,12.502466658583977,46,0.0,0.0,1.0,0.0,0.0
187,560000.0,3,2.5,1900,2.0,0.0,3,1900,47.62,2030,13.235692062711331,27,0.0,0.0,1.0,0.0,0.0
188,615000.0,4,1.0,1330,1.5,0.0,4,1330,47.65,1330,13.329377546788654,114,0.0,1.0,0.0,0.0,0.0
189,585188.0,3,2.25,2230,1.0,0.0,3,1430,47.6647,2230,13.27968844210788,39,0.0,0.0,1.0,0.0,0.0
190,305000.0,3,1.75,1650,1.0,0.0,3,1220,47.726000000000006,1540,12.628067055589549,37,0.0,1.0,0.0,0.0,0.0
191,166950.0,3,1.0,1190,1.0,0.0,3,1190,47.4616,1230,12.0254496453718,55,0.0,1.0,0.0,0.0,0.0
192,799000.0,3,2.5,2140,1.0,0.0,4,2140,47.5505,2680,13.591116224748411,55,0.0,0.0,1.0,0.0,0.0
193,400000.0,3,2.5,2180,1.0,0.0,4,1420,47.7606,1900,12.89921982609012,52,0.0,1.0,0.0,0.0,0.0
194,230000.0,3,1.0,1060,1.0,0.0,3,1060,47.7481,1570,12.345834587905333,66,0.0,1.0,0.0,0.0,0.0
195,256883.0,3,2.5,1690,2.0,0.0,3,1690,47.2779,2550,12.456376007299998,11,0.0,0.0,1.0,0.0,0.0
196,423000.0,4,2.0,1970,1.5,0.0,5,1130,47.5511,1500,12.955127458028414,94,0.0,1.0,0.0,0.0,0.0
197,465000.0,3,2.5,2150,2.0,0.0,3,2150,47.5488,1750,13.049792684569493,7,0.0,0.0,1.0,0.0,0.0
198,440000.0,3,2.5,1910,2.0,0.0,3,1910,47.5385,2330,12.994530005894443,18,0.0,1.0,0.0,0.0,0.0
199,385000.0,3,1.75,1350,1.0,0.0,4,1350,47.4058,1560,12.86099861326992,45,0.0,1.0,0.0,0.0,0.0
200,210000.0,3,1.0,860,1.0,0.0,4,860,47.5093,1300,12.254862809699606,72,0.0,1.0,0.0,0.0,0.0
201,297000.0,3,2.5,1940,2.0,0.0,3,1940,47.3777,2030,12.601487417784837,20,0.0,0.0,1.0,0.0,0.0
202,470000.0,3,1.0,1010,1.0,0.0,3,1010,47.675,1680,13.060487973686241,62,0.0,1.0,0.0,0.0,0.0
203,226500.0,3,1.5,1300,1.0,0.0,4,900,47.3025,1430,12.330500223905226,38,0.0,1.0,0.0,0.0,0.0
204,274250.0,3,1.0,910,1.0,0.0,4,910,47.4787,1400,12.521795378137476,53,0.0,1.0,0.0,0.0,0.0
205,840000.0,4,1.75,2480,1.0,0.0,4,1630,47.5378,2770,13.641157170819497,48,0.0,0.0,1.0,0.0,0.0
